"age" "job" "marital" "education" "default" "balance" "housing" "loan" "contact" "day" "month" "duration" "campaign" "pdays" "previous" "poutcome" "y"
"260" 40 "blue-collar" "married" "secondary" "no" 475 "yes" "no" "unknown" 5 "may" 332 2 -1 0 "unknown" "no"
"261" 53 "blue-collar" "married" "secondary" "no" 70 "yes" "no" "unknown" 5 "may" 611 2 -1 0 "unknown" "no"
"262" 34 "management" "single" "tertiary" "no" 318 "yes" "no" "unknown" 5 "may" 113 2 -1 0 "unknown" "no"
"263" 37 "technician" "married" "secondary" "no" 275 "yes" "no" "unknown" 5 "may" 132 1 -1 0 "unknown" "no"
"264" 42 "management" "divorced" "tertiary" "no" 742 "yes" "no" "unknown" 5 "may" 58 3 -1 0 "unknown" "no"
"265" 41 "entrepreneur" "married" "primary" "no" 236 "yes" "no" "unknown" 5 "may" 151 1 -1 0 "unknown" "no"
"266" 30 "student" "single" "tertiary" "no" 25 "yes" "no" "unknown" 5 "may" 89 2 -1 0 "unknown" "no"
"267" 37 "management" "single" "tertiary" "no" 600 "yes" "no" "unknown" 5 "may" 152 1 -1 0 "unknown" "no"
"268" 39 "admin." "divorced" "secondary" "no" -349 "yes" "no" "unknown" 5 "may" 611 2 -1 0 "unknown" "no"
"269" 41 "blue-collar" "married" "primary" "no" 183 "yes" "yes" "unknown" 5 "may" 110 2 -1 0 "unknown" "no"
"270" 40 "blue-collar" "married" "primary" "no" 0 "yes" "no" "unknown" 5 "may" 463 1 -1 0 "unknown" "no"
"271" 42 "management" "single" "tertiary" "no" 0 "yes" "yes" "unknown" 5 "may" 562 2 -1 0 "unknown" "yes"
"272" 40 "blue-collar" "divorced" "primary" "no" 0 "yes" "no" "unknown" 5 "may" 962 1 -1 0 "unknown" "no"
"273" 57 "technician" "married" "secondary" "no" 1078 "yes" "no" "unknown" 5 "may" 10 4 -1 0 "unknown" "no"
"275" 37 "admin." "married" "secondary" "no" 190 "yes" "no" "unknown" 5 "may" 92 2 -1 0 "unknown" "no"
"276" 59 "retired" "married" "secondary" "no" 319 "yes" "no" "unknown" 5 "may" 143 3 -1 0 "unknown" "no"
"277" 39 "services" "divorced" "secondary" "no" -185 "yes" "no" "unknown" 5 "may" 189 3 -1 0 "unknown" "no"
"279" 38 "services" "single" "secondary" "no" 570 "yes" "no" "unknown" 5 "may" 75 2 -1 0 "unknown" "no"
"281" 50 "blue-collar" "married" "primary" "no" 61 "yes" "no" "unknown" 5 "may" 621 3 -1 0 "unknown" "no"
"282" 41 "admin." "married" "secondary" "no" -62 "yes" "yes" "unknown" 5 "may" 55 2 -1 0 "unknown" "no"
"284" 58 "blue-collar" "married" "primary" "no" 76 "yes" "no" "unknown" 5 "may" 156 2 -1 0 "unknown" "no"
"285" 30 "blue-collar" "single" "secondary" "no" 0 "yes" "no" "unknown" 5 "may" 5 2 -1 0 "unknown" "no"
"286" 33 "admin." "single" "secondary" "no" 352 "yes" "no" "unknown" 5 "may" 225 2 -1 0 "unknown" "no"
"287" 47 "admin." "married" "secondary" "no" 368 "yes" "no" "unknown" 5 "may" 125 2 -1 0 "unknown" "no"
"288" 50 "technician" "single" "tertiary" "no" 339 "yes" "no" "unknown" 5 "may" 2 3 -1 0 "unknown" "no"
"289" 32 "blue-collar" "married" "secondary" "no" 1331 "yes" "no" "unknown" 5 "may" 286 2 -1 0 "unknown" "no"
"290" 40 "self-employed" "married" "secondary" "no" 672 "yes" "no" "unknown" 5 "may" 164 2 -1 0 "unknown" "no"
"291" 37 "management" "married" "tertiary" "no" 58 "yes" "no" "unknown" 5 "may" 98 2 -1 0 "unknown" "no"
"292" 54 "technician" "single" "unknown" "no" 447 "yes" "no" "unknown" 5 "may" 742 2 -1 0 "unknown" "no"
"293" 24 "student" "single" "secondary" "no" 423 "yes" "no" "unknown" 5 "may" 226 3 -1 0 "unknown" "no"
"295" 34 "technician" "married" "secondary" "no" 19 "yes" "no" "unknown" 5 "may" 362 4 -1 0 "unknown" "no"
"296" 56 "technician" "divorced" "primary" "no" 13 "yes" "no" "unknown" 5 "may" 357 2 -1 0 "unknown" "no"
"297" 31 "blue-collar" "single" "secondary" "no" 3 "yes" "no" "unknown" 5 "may" 200 2 -1 0 "unknown" "no"
"298" 24 "student" "single" "secondary" "no" 82 "yes" "no" "unknown" 5 "may" 204 2 -1 0 "unknown" "no"
"299" 42 "blue-collar" "divorced" "primary" "no" 28 "yes" "no" "unknown" 5 "may" 126 3 -1 0 "unknown" "no"
"300" 57 "technician" "married" "secondary" "no" 792 "yes" "no" "unknown" 5 "may" 65 2 -1 0 "unknown" "no"
"301" 42 "blue-collar" "married" "unknown" "no" 408 "yes" "no" "unknown" 5 "may" 107 2 -1 0 "unknown" "no"
"302" 51 "admin." "married" "secondary" "no" 531 "yes" "no" "unknown" 5 "may" 267 2 -1 0 "unknown" "no"
"303" 57 "retired" "married" "secondary" "no" 211 "yes" "no" "unknown" 5 "may" 248 2 -1 0 "unknown" "no"
"304" 36 "services" "single" "secondary" "no" 62 "yes" "no" "unknown" 5 "may" 215 2 -1 0 "unknown" "no"
"305" 53 "services" "married" "unknown" "no" 257 "yes" "no" "unknown" 5 "may" 209 2 -1 0 "unknown" "no"
"306" 50 "technician" "married" "secondary" "no" 1234 "yes" "no" "unknown" 5 "may" 205 2 -1 0 "unknown" "no"
"307" 54 "management" "married" "tertiary" "no" 313 "yes" "no" "unknown" 5 "may" 83 2 -1 0 "unknown" "no"
"308" 55 "blue-collar" "married" "secondary" "no" 89 "yes" "no" "unknown" 5 "may" 106 3 -1 0 "unknown" "no"
"309" 44 "blue-collar" "married" "secondary" "no" 129 "yes" "yes" "unknown" 5 "may" 189 2 -1 0 "unknown" "no"
"310" 43 "management" "married" "unknown" "no" 0 "yes" "no" "unknown" 5 "may" 105 2 -1 0 "unknown" "no"
"311" 56 "admin." "married" "secondary" "no" 353 "yes" "no" "unknown" 5 "may" 106 2 -1 0 "unknown" "no"
"312" 54 "technician" "married" "unknown" "no" 851 "yes" "no" "unknown" 5 "may" 108 2 -1 0 "unknown" "no"
"313" 55 "services" "divorced" "primary" "no" 96 "yes" "yes" "unknown" 5 "may" 311 2 -1 0 "unknown" "no"
"314" 37 "services" "divorced" "secondary" "no" 398 "yes" "yes" "unknown" 5 "may" 214 2 -1 0 "unknown" "no"
"316" 46 "admin." "married" "secondary" "no" -358 "yes" "no" "unknown" 5 "may" 358 2 -1 0 "unknown" "no"
"317" 36 "blue-collar" "married" "secondary" "no" 539 "yes" "yes" "unknown" 5 "may" 453 2 -1 0 "unknown" "no"
"318" 51 "technician" "single" "secondary" "no" 0 "yes" "no" "unknown" 5 "may" 364 2 -1 0 "unknown" "no"
"320" 42 "blue-collar" "married" "secondary" "no" 490 "yes" "no" "unknown" 5 "may" 386 2 -1 0 "unknown" "no"
"321" 51 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "unknown" 5 "may" 173 2 -1 0 "unknown" "no"
"322" 49 "blue-collar" "married" "unknown" "no" 403 "yes" "no" "unknown" 5 "may" 241 2 -1 0 "unknown" "no"
"323" 48 "management" "married" "secondary" "no" 161 "yes" "no" "unknown" 5 "may" 224 3 -1 0 "unknown" "no"
"325" 31 "admin." "single" "secondary" "no" 98 "yes" "no" "unknown" 5 "may" 196 2 -1 0 "unknown" "no"
"327" 40 "blue-collar" "single" "secondary" "no" 436 "yes" "no" "unknown" 5 "may" 231 3 -1 0 "unknown" "no"
"328" 47 "technician" "married" "tertiary" "no" 831 "yes" "no" "unknown" 5 "may" 316 3 -1 0 "unknown" "no"
"329" 57 "technician" "married" "unknown" "no" 206 "yes" "no" "unknown" 5 "may" 216 3 -1 0 "unknown" "no"
"330" 41 "blue-collar" "married" "secondary" "no" 290 "yes" "no" "unknown" 5 "may" 240 2 -1 0 "unknown" "no"
"332" 42 "blue-collar" "married" "unknown" "no" 57 "yes" "no" "unknown" 5 "may" 425 2 -1 0 "unknown" "no"
"333" 30 "blue-collar" "single" "secondary" "no" -457 "yes" "no" "unknown" 5 "may" 143 2 -1 0 "unknown" "no"
"334" 58 "management" "single" "tertiary" "no" 1387 "yes" "no" "unknown" 5 "may" 174 5 -1 0 "unknown" "no"
"335" 45 "management" "divorced" "tertiary" "no" 24598 "yes" "no" "unknown" 5 "may" 313 3 -1 0 "unknown" "no"
"336" 49 "blue-collar" "married" "secondary" "no" 30 "yes" "no" "unknown" 5 "may" 135 4 -1 0 "unknown" "no"
"337" 42 "admin." "single" "secondary" "no" 1022 "yes" "no" "unknown" 5 "may" 146 2 -1 0 "unknown" "no"
"338" 53 "technician" "married" "secondary" "no" 56 "yes" "yes" "unknown" 5 "may" 152 2 -1 0 "unknown" "no"
"340" 32 "services" "single" "secondary" "no" 121 "yes" "no" "unknown" 5 "may" 213 2 -1 0 "unknown" "no"
"341" 41 "blue-collar" "single" "secondary" "no" 842 "yes" "no" "unknown" 5 "may" 144 3 -1 0 "unknown" "no"
"342" 43 "management" "divorced" "secondary" "no" 693 "yes" "no" "unknown" 5 "may" 124 3 -1 0 "unknown" "no"
"343" 40 "blue-collar" "divorced" "secondary" "no" -333 "yes" "no" "unknown" 5 "may" 183 2 -1 0 "unknown" "no"
"344" 50 "blue-collar" "married" "primary" "no" 1533 "yes" "no" "unknown" 5 "may" 325 2 -1 0 "unknown" "no"
"345" 34 "management" "married" "tertiary" "no" 46 "yes" "no" "unknown" 5 "may" 39 4 -1 0 "unknown" "no"
"347" 45 "technician" "married" "secondary" "no" 44 "yes" "no" "unknown" 5 "may" 95 4 -1 0 "unknown" "no"
"348" 39 "blue-collar" "married" "primary" "no" -100 "yes" "no" "unknown" 5 "may" 680 2 -1 0 "unknown" "no"
"349" 44 "services" "married" "tertiary" "no" 510 "yes" "no" "unknown" 5 "may" 421 4 -1 0 "unknown" "no"
"350" 55 "management" "married" "tertiary" "no" 685 "yes" "no" "unknown" 5 "may" 174 3 -1 0 "unknown" "no"
"351" 46 "management" "single" "tertiary" "no" 187 "yes" "no" "unknown" 5 "may" 113 2 -1 0 "unknown" "no"
"352" 45 "blue-collar" "married" "secondary" "no" 66 "yes" "no" "unknown" 5 "may" 808 2 -1 0 "unknown" "no"
"353" 34 "admin." "married" "secondary" "no" 560 "yes" "no" "unknown" 5 "may" 198 3 -1 0 "unknown" "no"
"354" 36 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "unknown" 5 "may" 195 2 -1 0 "unknown" "no"
"356" 31 "admin." "single" "secondary" "no" 12 "yes" "no" "unknown" 5 "may" 208 2 -1 0 "unknown" "no"
"357" 44 "blue-collar" "single" "secondary" "no" 34 "yes" "no" "unknown" 5 "may" 404 4 -1 0 "unknown" "no"
"358" 33 "entrepreneur" "single" "tertiary" "no" 1068 "yes" "no" "unknown" 5 "may" 396 2 -1 0 "unknown" "no"
"359" 40 "blue-collar" "married" "secondary" "no" 211 "yes" "no" "unknown" 5 "may" 216 4 -1 0 "unknown" "no"
"360" 46 "admin." "single" "tertiary" "no" 377 "yes" "no" "unknown" 5 "may" 98 2 -1 0 "unknown" "no"
"361" 48 "management" "married" "tertiary" "no" 263 "yes" "no" "unknown" 5 "may" 350 2 -1 0 "unknown" "no"
"362" 42 "services" "married" "secondary" "no" 1263 "yes" "no" "unknown" 6 "may" 114 2 -1 0 "unknown" "no"
"363" 27 "services" "married" "secondary" "no" 8 "yes" "no" "unknown" 6 "may" 88 3 -1 0 "unknown" "no"
"364" 48 "admin." "married" "secondary" "no" 126 "yes" "yes" "unknown" 6 "may" 379 2 -1 0 "unknown" "no"
"365" 59 "admin." "married" "secondary" "no" 230 "yes" "no" "unknown" 6 "may" 190 3 -1 0 "unknown" "no"
"366" 46 "technician" "married" "tertiary" "no" 841 "yes" "no" "unknown" 6 "may" 158 1 -1 0 "unknown" "no"
"367" 38 "admin." "divorced" "secondary" "no" 308 "yes" "no" "unknown" 6 "may" 102 1 -1 0 "unknown" "no"
"368" 43 "management" "divorced" "tertiary" "no" 1 "yes" "no" "unknown" 6 "may" 306 1 -1 0 "unknown" "no"
"369" 38 "admin." "divorced" "tertiary" "no" 86 "yes" "no" "unknown" 6 "may" 218 1 -1 0 "unknown" "no"
"370" 23 "student" "single" "secondary" "no" 157 "yes" "no" "unknown" 6 "may" 54 1 -1 0 "unknown" "no"
"371" 34 "services" "married" "secondary" "no" 22 "yes" "no" "unknown" 6 "may" 344 1 -1 0 "unknown" "no"
"372" 38 "admin." "married" "secondary" "no" 46 "yes" "yes" "unknown" 6 "may" 195 1 -1 0 "unknown" "no"
"374" 25 "admin." "single" "secondary" "no" 122 "yes" "no" "unknown" 6 "may" 286 1 -1 0 "unknown" "no"
"375" 48 "blue-collar" "married" "unknown" "no" 131 "yes" "no" "unknown" 6 "may" 189 1 -1 0 "unknown" "no"
"376" 49 "blue-collar" "single" "secondary" "no" 143 "yes" "no" "unknown" 6 "may" 83 1 -1 0 "unknown" "no"
"378" 43 "blue-collar" "married" "primary" "no" 98 "yes" "no" "unknown" 6 "may" 235 1 -1 0 "unknown" "no"
"379" 33 "management" "married" "tertiary" "no" 0 "yes" "no" "unknown" 6 "may" 290 1 -1 0 "unknown" "no"
"380" 55 "blue-collar" "married" "secondary" "no" 224 "yes" "no" "unknown" 6 "may" 232 1 -1 0 "unknown" "no"
"381" 38 "blue-collar" "married" "secondary" "no" 757 "yes" "no" "unknown" 6 "may" 133 1 -1 0 "unknown" "no"
"382" 49 "services" "married" "secondary" "no" 245 "yes" "yes" "unknown" 6 "may" 318 1 -1 0 "unknown" "no"
"385" 38 "blue-collar" "married" "secondary" "no" 20 "yes" "no" "unknown" 6 "may" 402 1 -1 0 "unknown" "no"
"386" 58 "services" "married" "secondary" "no" 1667 "yes" "yes" "unknown" 6 "may" 85 1 -1 0 "unknown" "no"
"387" 57 "technician" "married" "unknown" "no" 345 "yes" "no" "unknown" 6 "may" 125 1 -1 0 "unknown" "no"
"388" 32 "unemployed" "married" "secondary" "no" 10 "yes" "no" "unknown" 6 "may" 501 4 -1 0 "unknown" "no"
"389" 56 "management" "married" "tertiary" "no" 830 "yes" "yes" "unknown" 6 "may" 1201 1 -1 0 "unknown" "yes"
"390" 58 "blue-collar" "divorced" "unknown" "no" 29 "yes" "no" "unknown" 6 "may" 253 1 -1 0 "unknown" "no"
"391" 60 "retired" "divorced" "secondary" "no" 545 "yes" "no" "unknown" 6 "may" 1030 1 -1 0 "unknown" "yes"
"392" 37 "technician" "married" "tertiary" "no" 8730 "yes" "no" "unknown" 6 "may" 149 1 -1 0 "unknown" "no"
"393" 46 "technician" "divorced" "tertiary" "no" 477 "yes" "no" "unknown" 6 "may" 114 1 -1 0 "unknown" "no"
"394" 27 "admin." "married" "secondary" "no" 4 "yes" "no" "unknown" 6 "may" 243 1 -1 0 "unknown" "no"
"395" 43 "blue-collar" "married" "secondary" "no" 1205 "yes" "no" "unknown" 6 "may" 769 2 -1 0 "unknown" "no"
"396" 32 "technician" "single" "secondary" "no" 0 "yes" "yes" "unknown" 6 "may" 135 3 -1 0 "unknown" "no"
"397" 40 "admin." "single" "secondary" "no" 263 "yes" "no" "unknown" 6 "may" 231 1 -1 0 "unknown" "no"
"400" 47 "blue-collar" "married" "primary" "no" 206 "yes" "no" "unknown" 6 "may" 152 1 -1 0 "unknown" "no"
"401" 42 "housemaid" "married" "primary" "no" 17 "yes" "no" "unknown" 6 "may" 124 1 -1 0 "unknown" "no"
"402" 48 "technician" "married" "secondary" "no" 141 "yes" "yes" "unknown" 6 "may" 424 1 -1 0 "unknown" "no"
"403" 29 "self-employed" "single" "tertiary" "no" 16 "yes" "no" "unknown" 6 "may" 43 1 -1 0 "unknown" "no"
"404" 50 "services" "married" "secondary" "no" 206 "yes" "no" "unknown" 6 "may" 154 1 -1 0 "unknown" "no"
"408" 46 "blue-collar" "divorced" "primary" "no" 1927 "yes" "no" "unknown" 6 "may" 241 3 -1 0 "unknown" "no"
"409" 38 "technician" "married" "secondary" "no" 284 "yes" "no" "unknown" 6 "may" 483 1 -1 0 "unknown" "no"
"410" 46 "blue-collar" "married" "secondary" "no" 1660 "yes" "no" "unknown" 6 "may" 259 1 -1 0 "unknown" "no"
"411" 32 "services" "single" "secondary" "no" 406 "yes" "no" "unknown" 6 "may" 227 1 -1 0 "unknown" "no"
"412" 51 "blue-collar" "married" "primary" "no" 230 "yes" "no" "unknown" 6 "may" 673 1 -1 0 "unknown" "no"
"413" 39 "admin." "single" "secondary" "no" -25 "yes" "no" "unknown" 6 "may" 576 1 -1 0 "unknown" "no"
"414" 48 "admin." "married" "secondary" "no" 182 "yes" "no" "unknown" 6 "may" 180 2 -1 0 "unknown" "no"
"415" 36 "entrepreneur" "married" "tertiary" "no" 1169 "yes" "no" "unknown" 6 "may" 168 2 -1 0 "unknown" "no"
"416" 34 "admin." "divorced" "secondary" "no" 67 "yes" "no" "unknown" 6 "may" 90 1 -1 0 "unknown" "no"
"418" 43 "unemployed" "married" "secondary" "no" 0 "yes" "no" "unknown" 6 "may" 245 1 -1 0 "unknown" "no"
"419" 52 "blue-collar" "divorced" "primary" "no" 55 "yes" "yes" "unknown" 6 "may" 186 1 -1 0 "unknown" "no"
"420" 33 "technician" "married" "secondary" "yes" 72 "yes" "no" "unknown" 6 "may" 623 1 -1 0 "unknown" "no"
"421" 49 "management" "single" "tertiary" "no" 163 "yes" "no" "unknown" 6 "may" 496 3 -1 0 "unknown" "no"
"422" 32 "management" "single" "tertiary" "no" 151 "yes" "no" "unknown" 6 "may" 118 1 -1 0 "unknown" "no"
"423" 39 "admin." "single" "secondary" "no" 113 "yes" "no" "unknown" 6 "may" 342 1 -1 0 "unknown" "no"
"424" 40 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "unknown" 6 "may" 225 1 -1 0 "unknown" "no"
"425" 38 "technician" "single" "tertiary" "no" 9 "yes" "no" "unknown" 6 "may" 185 3 -1 0 "unknown" "no"
"426" 43 "management" "married" "secondary" "no" 375 "yes" "no" "unknown" 6 "may" 196 2 -1 0 "unknown" "no"
"427" 39 "services" "married" "secondary" "no" 1142 "yes" "no" "unknown" 6 "may" 276 1 -1 0 "unknown" "no"
"428" 54 "blue-collar" "married" "primary" "no" 2102 "yes" "no" "unknown" 6 "may" 76 1 -1 0 "unknown" "no"
"429" 38 "technician" "single" "tertiary" "no" 4325 "yes" "no" "unknown" 6 "may" 87 1 -1 0 "unknown" "no"
"430" 40 "blue-collar" "married" "secondary" "no" 217 "yes" "no" "unknown" 6 "may" 195 1 -1 0 "unknown" "no"
"431" 55 "admin." "married" "secondary" "no" 131 "yes" "no" "unknown" 6 "may" 744 1 -1 0 "unknown" "no"
"432" 42 "management" "married" "tertiary" "no" 1680 "yes" "no" "unknown" 6 "may" 765 1 -1 0 "unknown" "no"
"433" 39 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "unknown" 6 "may" 262 1 -1 0 "unknown" "no"
"434" 40 "blue-collar" "married" "primary" "no" 46 "yes" "no" "unknown" 6 "may" 119 1 -1 0 "unknown" "no"
"435" 32 "blue-collar" "married" "secondary" "no" 320 "yes" "no" "unknown" 6 "may" 198 2 -1 0 "unknown" "no"
"436" 55 "admin." "married" "secondary" "no" 183 "yes" "no" "unknown" 6 "may" 150 1 -1 0 "unknown" "no"
"438" 35 "management" "single" "tertiary" "no" 560 "yes" "no" "unknown" 6 "may" 181 1 -1 0 "unknown" "no"
"440" 35 "admin." "married" "secondary" "no" 530 "yes" "no" "unknown" 6 "may" 149 1 -1 0 "unknown" "no"
"441" 49 "services" "married" "primary" "no" 61 "yes" "no" "unknown" 6 "may" 246 1 -1 0 "unknown" "no"
"442" 34 "technician" "single" "tertiary" "no" 242 "yes" "no" "unknown" 6 "may" 112 1 -1 0 "unknown" "no"
"443" 36 "blue-collar" "married" "secondary" "no" 139 "yes" "no" "unknown" 6 "may" 309 2 -1 0 "unknown" "no"
"444" 24 "self-employed" "single" "secondary" "no" 0 "yes" "no" "unknown" 6 "may" 278 1 -1 0 "unknown" "no"
"445" 34 "technician" "married" "secondary" "no" 367 "yes" "no" "unknown" 6 "may" 140 1 -1 0 "unknown" "no"
"446" 51 "admin." "divorced" "secondary" "no" 228 "yes" "no" "unknown" 6 "may" 136 1 -1 0 "unknown" "no"
"447" 39 "technician" "single" "unknown" "no" 45248 "yes" "no" "unknown" 6 "may" 1623 1 -1 0 "unknown" "yes"
"448" 50 "self-employed" "married" "unknown" "no" -84 "yes" "no" "unknown" 6 "may" 101 1 -1 0 "unknown" "no"
"449" 32 "services" "single" "secondary" "no" 310 "yes" "no" "unknown" 6 "may" 144 1 -1 0 "unknown" "no"
"450" 42 "blue-collar" "married" "unknown" "no" 132 "yes" "no" "unknown" 6 "may" 238 1 -1 0 "unknown" "no"
"451" 50 "technician" "married" "secondary" "no" 797 "yes" "no" "unknown" 6 "may" 354 1 -1 0 "unknown" "no"
"453" 46 "management" "divorced" "unknown" "no" 2 "yes" "no" "unknown" 6 "may" 187 1 -1 0 "unknown" "no"
"454" 37 "management" "married" "tertiary" "no" 231 "yes" "yes" "unknown" 6 "may" 451 2 -1 0 "unknown" "no"
"455" 34 "blue-collar" "married" "secondary" "no" 270 "yes" "yes" "unknown" 6 "may" 159 1 -1 0 "unknown" "no"
"456" 44 "blue-collar" "married" "secondary" "no" 274 "yes" "yes" "unknown" 6 "may" 409 1 -1 0 "unknown" "no"
"457" 40 "admin." "single" "secondary" "no" -109 "yes" "yes" "unknown" 6 "may" 170 1 -1 0 "unknown" "no"
"458" 37 "technician" "married" "secondary" "no" 1 "yes" "no" "unknown" 6 "may" 608 1 -1 0 "unknown" "yes"
"460" 35 "blue-collar" "married" "secondary" "no" 89 "yes" "no" "unknown" 6 "may" 145 2 -1 0 "unknown" "no"
"462" 39 "blue-collar" "married" "primary" "no" 0 "yes" "no" "unknown" 6 "may" 262 2 -1 0 "unknown" "no"
"463" 43 "blue-collar" "married" "secondary" "no" -509 "yes" "no" "unknown" 6 "may" 124 1 -1 0 "unknown" "no"
"464" 39 "unemployed" "married" "primary" "no" 408 "yes" "no" "unknown" 6 "may" 53 1 -1 0 "unknown" "no"
"465" 36 "services" "single" "primary" "no" 58 "yes" "no" "unknown" 6 "may" 134 1 -1 0 "unknown" "no"
"467" 36 "admin." "single" "secondary" "no" 20 "yes" "no" "unknown" 6 "may" 186 1 -1 0 "unknown" "no"
"468" 50 "blue-collar" "married" "primary" "no" 71 "yes" "no" "unknown" 6 "may" 678 1 -1 0 "unknown" "no"
"469" 55 "blue-collar" "married" "secondary" "no" 52 "yes" "no" "unknown" 6 "may" 182 1 -1 0 "unknown" "no"
"470" 44 "self-employed" "married" "tertiary" "no" 292 "yes" "no" "unknown" 6 "may" 162 1 -1 0 "unknown" "no"
"471" 44 "services" "divorced" "secondary" "no" 424 "yes" "no" "unknown" 6 "may" 27 1 -1 0 "unknown" "no"
"472" 39 "housemaid" "single" "primary" "no" 109 "yes" "no" "unknown" 6 "may" 699 3 -1 0 "unknown" "no"
"473" 46 "blue-collar" "married" "unknown" "no" 1044 "yes" "no" "unknown" 6 "may" 43 1 -1 0 "unknown" "no"
"474" 39 "blue-collar" "married" "secondary" "no" 983 "yes" "no" "unknown" 6 "may" 97 1 -1 0 "unknown" "no"
"476" 40 "blue-collar" "married" "primary" "no" 668 "yes" "no" "unknown" 6 "may" 283 2 -1 0 "unknown" "no"
"477" 50 "management" "married" "tertiary" "no" 964 "yes" "no" "unknown" 6 "may" 323 1 -1 0 "unknown" "no"
"478" 31 "management" "single" "secondary" "no" 301 "yes" "no" "unknown" 6 "may" 82 1 -1 0 "unknown" "no"
"479" 37 "admin." "single" "secondary" "no" 140 "yes" "no" "unknown" 6 "may" 310 1 -1 0 "unknown" "no"
"480" 39 "management" "single" "secondary" "no" 1877 "yes" "no" "unknown" 6 "may" 185 1 -1 0 "unknown" "no"
"481" 51 "blue-collar" "married" "primary" "no" 1127 "yes" "no" "unknown" 6 "may" 47 1 -1 0 "unknown" "no"
"482" 41 "technician" "married" "secondary" "no" 871 "yes" "no" "unknown" 6 "may" 145 1 -1 0 "unknown" "no"
"483" 41 "technician" "married" "secondary" "no" 767 "yes" "yes" "unknown" 6 "may" 204 1 -1 0 "unknown" "no"
"485" 30 "services" "single" "secondary" "no" 209 "yes" "no" "unknown" 6 "may" 30 2 -1 0 "unknown" "no"
"487" 43 "blue-collar" "divorced" "secondary" "no" 110 "yes" "yes" "unknown" 6 "may" 448 1 -1 0 "unknown" "no"
"488" 59 "management" "divorced" "tertiary" "no" -76 "yes" "yes" "unknown" 6 "may" 264 1 -1 0 "unknown" "no"
"489" 47 "technician" "married" "unknown" "no" 178 "yes" "no" "unknown" 6 "may" 169 1 -1 0 "unknown" "no"
"490" 40 "blue-collar" "married" "primary" "no" -66 "yes" "no" "unknown" 6 "may" 288 1 -1 0 "unknown" "no"
"491" 32 "technician" "married" "secondary" "no" 0 "yes" "no" "unknown" 6 "may" 176 2 -1 0 "unknown" "no"
"492" 29 "blue-collar" "married" "secondary" "no" 1 "yes" "no" "unknown" 6 "may" 215 1 -1 0 "unknown" "no"
